"nu_Licitacao","cd_UGestora","tp_Licitacao","dt_Homologacao","tp_Objeto","vl_Licitacao","de_Obs"
"003102007",603095,8,"2007-07-24 00:00:00",2,3500,"Contratação do CCEL - Centro Cultural Estrela de Lia (Cirandeira Lia de Itamaracá) p/ apresentação dia 30/07/07 F.Neves "
"003102008",603095,8,"2008-06-12 00:00:00",2,600,"Contratação do Grupo Os Cabras de Mateus, p/ apresentação dia 26/06/08 na Festa Junina do Centro Atenção Psicossocial."
"003102009",603095,8,"2009-05-29 00:00:00",2,700,"Contratação do Trio Pé de Serra PB do Forró, p/ apresent dia 30/05/09, rep. p/ José A. Bandeira no 9º Enc. Quadrilhas Ju"
"003102010",603095,8,"2010-06-10 00:00:00",2,1000,"Contrat. Alexandre Pe de Serra e Banda fara apresentacao dia 12/06/2010, no Mercado Publico do castelo Branco."
"003102011",603095,8,"2011-08-17 00:00:00",2,1200,"Contrat. Jose W. Costa, rep Francisco Reginaldo, participara de um bate-papo, dia 17/08/2011, na prog, Agosto das Lestra"
"003102012",603095,8,"2012-07-04 00:00:00",2,1200,"Contrat. Trio Kentura Nordestina Fara apresentacao dia 07/07/2012, no Mercado Publico de Jaguaribe."
"003102013",603095,8,"2013-06-17 00:00:00",2,3000,"CONT. RAYANE STEFANY REP. POR FEDERAÇÃO P. B. E F. DO ESTADO/PB, P/ APRES. EM 21/06/2013, NO POLO JUNINO DE MANGABEIRA."
"003102014",603095,8,"2014-06-06 00:00:00",2,1000,"CONTRATACAO DO ARTISTA DAMIAO CLEBSON MORENO FERREIRA (DAMIAO MORENO), CPF N 022.197.774-05, PARA SER AVALIADOR NA AUDIC"
"003112007",603095,8,"2007-07-24 00:00:00",2,6000,"Contratação da A. E. R. Eventos LTDA (Grupo os Nonatos) p/ apresentação dia 31/07/2007, na Festa das Neves 2007."
"003112008",603095,8,"2008-06-12 00:00:00",2,600,"Contratação do Grupo de Cultura Popular Ciranda do Sol, p/ apresent. dia 12/06/08 no São João da comunidade do Cordão En"
"003112009",603095,8,"2009-05-29 00:00:00",2,700,"Contratação do Trio Pé de Serra Forrozeiros do Nordeste p/ apresent. dia 30/05/09 no XXII Enc. Quadrilhas Juninas do Ern"
"003112010",603095,8,"2010-06-14 00:00:00",2,2000,"Contrat. Ciranda do Sol Fara apresentacao dia 18/06/2010, na Praca Dom Adauto- Centro."
"003112011",603095,8,"2011-08-15 00:00:00",2,5000,"Contrat. Eulalia A. da Silva- Rep. Escritora Alice Ruiz, ministrara oficina no periodo 15 a 17/08/2011, na prog. Agosto "
"003112012",603095,8,"2012-07-03 00:00:00",2,2000,"Contrat. Grupo Oitavas do Choro, fara apresentacao dia 07/07/2012, na praca do Rio Branco - Centro."
"003112013",603095,8,"2013-06-07 00:00:00",2,35000,"CONT. DE ANTÔNIO BARROS E CECEU, REP. POR ALTO S. P. E EVENTOS LTDA, P/ APRES. EM 21/06/2013, NA PRAÇA VITAL DE NEGREIRO"
"003112014",603095,8,"2014-06-06 00:00:00",2,1000,"CONTRATACAO DO ARTISTA FRANCISCO DE ASSIS RODRIGUES SOUSA (CHICO DE POMBAL), CPF N 132.499.084-87, PARA SER AVALIADOR NA"
"003122007",603095,8,"2007-07-24 00:00:00",2,600,"Contratação de Antônio Costa Teixeira, repentista e contador de estórias, p/ apresentação na festa das Neves 2007."
"003122008",603095,8,"2008-06-12 00:00:00",2,950,"Contratação da Quadrilha Junina Selva de Pedra, p/ apresentação dia 15/06/08 no 8º Enc. de Quadrilhas do CPC/PB."
"003122009",603095,8,"2009-05-29 00:00:00",2,700,"Contratação do Trio Pé de Serra Forró Pesado, p/ apresent. dia 31/05/09  no SINSDLIMP, rep. por Silvia P. S. Viana"
"003122010",603095,8,"2010-06-11 00:00:00",2,2000,"Contrat. Ely Porto Bezerra, fara apresentacao dia 12/06/2010, no Ponto Cem Reis- Centro."
"003122011",603095,8,"2011-08-17 00:00:00",2,1000,"Contrat. Grupo Os Tres do Norte, para apresentacao dia 21/08/2011, no clube Pe de Ouro no Bairro de Mandacaru."
"003122012",603095,8,"2012-07-06 00:00:00",2,1200,"Cont.Trio Raizes Nordestina, f/ apres. dia 07/07/2012, na Matriz de Nossa Senhora da Conceicao Aparecida, Colinas do sul"
"003122013",603095,8,"2013-06-14 00:00:00",2,3000,"CONT. FORRÓ LERO LOVE REP. POR IRAN P. DE MEDEIROS, P/ APRES. 22/06/2013, NO POLO JUNINO DO BAIRRO DOS NOVAES."
"003122014",603095,8,"2014-06-06 00:00:00",2,1000,"CONTRATACAO DO ARTISTA ADILSON COSTA DE ALBUQUERQUE JUNIOR (ADILSON MEDEIROS) - CPF N 386.439.444-91, PARA SER AVALIADOR"
"003132007",603095,8,"2007-07-24 00:00:00",2,300,"Contratação do Contador de Histórias José Veríssimo da Silva, p/  apresentação dia 04/08/2007 na prog. Festa das Neves 2"
"003132008",603095,8,"2008-06-12 00:00:00",2,600,"Contratação do Trio de Forró Pé de Serra Flor de Caroá, p/ apresentação dia 24/06/08, na Prog. São João em J. Pessoa 200"
"003132009",603095,8,"2009-05-29 00:00:00",2,3600,"Contratação de Uira de C. Garcia p/ ministrar oficina de Introdução a praticas musicais de junho a novembro 2009."
"003132010",603095,8,"2010-06-11 00:00:00",2,1000,"Contrat. Trio de Forro Raizes Nordestina, fara apresentacao dia 13/06/2010, na Estacao Cabo Braco- Cabo Branco."
"003132011",603095,8,"2011-08-16 00:00:00",2,4500,"Contrat. Grupo Os Poets, para apresentacao dia 18/08/2011, no Ponto Cem Reis-Centro."
"003132012",603095,8,"2012-07-09 00:00:00",2,360,"Contrat. Gian F. R. Orsini, p/ Participar de um debate dias 11 e 19/07/2012 na Escola CPDAC e na Comunidade Tito Silva."
"003132013",603095,8,"2013-06-04 00:00:00",2,5000,"CONT. DA DUPLA PAULO SÉRGIO E DANIEL, REP. POR JOÃO C. M. DE MACEDO, P/ APRES. EM 23/06/2013, NO SÃO JOÃO DA CAPITAL."
"003132014",603095,8,"2014-06-27 00:00:00",2,60800,"CONTRATACAO DO PROFESSOR SOLISTA E PIANISTA PAULO RICARDO GAZZANEO REPRESENTADO POR WEIMAR EMPREENDIMENTOS ARTISTICOS LT"
"003142007",603095,8,"2007-07-24 00:00:00",2,600,"Contratação do Grupo 3 do Norte, p/  apresentação dia 28/07/2007 no Festival de Quadrilhas Juninas de Mandacaru."
"003142008",603095,8,"2008-06-12 00:00:00",2,1300,"Contratação da Banda de Forró Caçuá, p/ apresentação dia 15/06/08 no Distrito Industrial de João Pessoa."
"003142009",603095,8,"2009-06-01 00:00:00",2,9000,"Contratacao de Lucyane Pereira Alves- Me, fara chow dia 24/06/2009 na programacao Sao Joao em Joao Pessoa."
"003142010",603095,8,"2010-06-11 00:00:00",2,2000,"Contrat. Jose Walter da Costa -ME, fara apresentacao dia  11/06/2010, no Ponto Cem Reis- Centro."
"003142011",603095,8,"2011-08-16 00:00:00",2,1200,"Contrat. Lais Lisboa Chaffe, para partivipar de uma apresentacao(palestra) 17/08/2011, no Ponto Cem Reis-Centro."
"003142012",603095,8,"2012-07-12 00:00:00",2,1200,"Contrat. Ciranda de Vo Mera e Seus Netinhos fara apresentacao dia 12/07/2012, no Ponto Cem Reis- Centro. "
"003142013",603095,8,"2013-06-07 00:00:00",2,25000,"CONT. DE OS NONATOS, REP. POR IZABEL LIMA DE ALENCAR, P/ APRES. EM 23/06/2013, NA PRAÇA VITAL DE NEGREIROS."
"003142014",603095,8,"2014-07-09 00:00:00",2,2000,"CONTRATACAO DO ARTISTA JOSE ROBERTO ALVES DO VALE (ROBERTO DO VALLE)  CPF N 686.153.704-78, QUE FARA APRESENTACAO NO DIA"
"003152007",603095,8,"2007-07-18 00:00:00",2,850,"Contratação da Escola de Samba Império do Samba, p/ apresent. dia 28/07/2007, na festa de aniversario da ass. Cult.Indio"
"003152008",603095,8,"2008-06-12 00:00:00",2,950,"Contratação da Quadrilha Junina São Mateus, p/ apresentação dia 14/06/08 no 8º Enc. Quadrilhas Juninas do CPC/PB."
"003152009",603095,8,"2009-06-04 00:00:00",2,9000,"Contratacao de JC Producoes, rep. do Cantor Pinto do Acordeon fara show dia 23/06/2009 no Sao Joao em Joao Pessoa."
"003152010",603095,8,"2010-06-14 00:00:00",2,1000,"Contrat. Joelma Ferreira Alves, julgara item Coreografia, durante o XIV Concurso de Quadrilha Junina, periodo 14 a 17/06"
"003152011",603095,8,"2011-08-17 00:00:00",2,2000,"Contrat. Naldinho Braga, para apresentacao dia 19/08/2011, na praca do Povo da Fundacao Espaco Cultural- FUNESC."
"003152012",603095,8,"2012-07-11 00:00:00",2,2500,"Cont. Paulo j. Rossi, f/ parte da Comissao de Avaliacao e Selecao de Coletiva de Fotografos PB Setembro Fotografo 2012."
"003152013",603095,8,"2013-06-14 00:00:00",2,2000,"CONT. DA BANDA FORRÓ DA MALA REP. POR WALLACE DOS A. DE OLIVEIRA, P/ APRES. EM 23/06/2013, NO POLO JUNINO PADRE ZÉ."
"003152014",603095,8,"2014-07-03 00:00:00",2,2000,"CONTRATACAO DA BANDA OSORNO REPRESENTADA PELA TAMBEM INTEGRANTE DA BANDA LIGIA CLEIDE RIBEIRO FERNANDES  CPF N - 972.715"
"003162007",603095,8,"2007-07-24 00:00:00",2,500,"Contratação do Grupo de Capoeira Badauê, p/ apresentação dia 25/07/2007na IX Comemoração da Luta e Resist. a Mulher Negr"
"003162008",603095,8,"2008-06-12 00:00:00",2,950,"Contratação da Quadrilha Junina Cangaceiros do Certão, p/ apresentação dia 15/06/08 no 8º Enc. Quadrilhas Juninas do CPC"
"003162009",603095,8,"2009-06-04 00:00:00",2,3500,"Contrat. Jc Producoes, rep. do grupo Quinteto Brassil tocara no concerto de Abertura do IX encontro Nordestino de Metais"
"003162010",603095,8,"2010-06-14 00:00:00",2,1000,"Contrat. Zenos de Medeiros Filho,  julgara o item Figurino no XIV concurso de quadrilha junina de Joao Pessoa - Arraial "
"003162011",603095,8,"2011-08-17 00:00:00",2,1000,"Contrat. Grupo Quarta Justa, para uma apresentacao dia 19/08/2011, na Galeria Gameta."
"003162012",603095,8,"2012-07-12 00:00:00",2,2000,"Contrat. Grupo Chorisso fara apresentacao dia 14/07/2012, na praca Rio Branco- Centro."
"003162013",603095,8,"2013-06-14 00:00:00",2,3000,"CONT. DA BANDA BAÚ DO FORRÓ REP. POR NAGIBE PRODUÇÕES E EVENTOS, P/ APRES. EM 23/06, NO POLO JUNINO DO BAIRRO DOS NOVAES"
"003162014",603095,8,"2014-07-04 00:00:00",2,1200,"CONTRATACAO DO GRUPO CLUBE DO SAMBA DE MESA REPRESENTADO POR WAGNER MESQUITA ANTUNES - CPF N 052.017.447-02, QUE FARA UM"
"003172007",603095,8,"2007-07-25 00:00:00",2,500,"Contratação do Grupo de Cultura Popular Ciranda Caiana dos Crioulos, p/ apresentação dia 25/07/07 na IX Com.da Luta e da"
"003172008",603095,8,"2008-06-12 00:00:00",2,15500,"Contratação da Empresa A.P.E e Assessoria 4 LTDA, rep. Cantor Chico César, p/ show dia 21/06/08 na Prog. S.João em J.Pes"
"003172009",603095,8,"2009-06-02 00:00:00",2,3600,"Contratação do maestro Luiz C. O. Correia, p/ ministrar oficina de canto coral, de 04/06 a 30/11/09 no Cent. Saúde do Id"
"003172010",603095,8,"2010-06-14 00:00:00",2,1000,"Cont. Jose I.E. Pompeu, Julgara. item Casamento Matuto,dur. XIV Conc de Quadrilha Junina, periodo 14 a 17/06/2010."
"003172011",603095,8,"2011-08-18 00:00:00",2,5000,"Contrat. Grupo Camena, para apresentacao dias 25, 27 e 28/08/2011, no Museu de Sao Francisco."
"003172012",603095,8,"2012-07-12 00:00:00",2,1200,"Contrat. Jeovan C. de Morais, fara apres. dia 14/07/2012, Beco da Cachacaria Filipeia, projeto Corredor Cultural."
"003172013",603095,8,"2013-06-14 00:00:00",2,12000,"CONT. DE BETO BRITO REP. POR EDILBERTO CIPRIANO DE BRITO, P/ APRES. 25/06/2013, NA PRAÇA VITAL DE NEGREIROS."
"003172014",603095,8,"2014-07-11 00:00:00",2,2000,"CONTRATACAO DO ARTISTA ISRAEL BONIFACIO DE OLIVEIRA (ISRAEL SETE CORDAS)  CPF N - 880.485.278-04, QUE FARA APRESENTACAO "
"003182007",603095,8,"2007-07-26 00:00:00",2,850,"Contratação da Banda Arapuca, p/ apresentação dia 28/07/07 no II Encontro de Bandas, no Bairro dos Novais."
"003182008",603095,8,"2008-06-12 00:00:00",2,8000,"Contratação de Lucyane Pereira Alves ME, rep. o Grupo Clã Brasil, p/ show dia 23/06/08 na Prog. São João em J. Pessoa 20"
"003182009",603095,8,"2009-06-05 00:00:00",2,1200,"Contrat. do Cavalo Marinho Do Infantil do Mestre Joao do BOi, fara apresent. dia 23/06/2009, no Sao Joao de Joao Pessoa."
"003182010",603095,8,"2010-06-11 00:00:00",2,2000,"Contrat. Trio de Forro da Mala fara duas apresentacoes dias 11 e 18/06/2010, no Ponto Cem Reis e PSF Cordao Encarnado"
"003182011",603095,8,"2011-08-19 00:00:00",2,300,"Cont. do músico e compositor Henrique Ornelas p/ apresent. dia 19/08/2011 nos 8 anos do Restaurante Popular da Lagoa"
"003182012",603095,8,"2012-07-06 00:00:00",2,1200,"Contrat. Projeto Pifercussao f/ apresent. dia 07/07/2012, no Beco da Cachacaria Filipeia, no Projeto Corredor Cultural."
"003182013",603095,8,"2013-06-04 00:00:00",2,80000,"CONT. DE ALCIMAR MONTEIRO, REP. POR JUAZEIRO PROD.DE EVENTOS LTDA, P/ APRES. EM 26/06/2013, NA PRAÇA VITAL DE NEGREIROS."
"003182014",603095,8,"2014-07-11 00:00:00",2,1200,"CONTRATACAO DA ARTISTA HELAYNE CRISTINE REPRESENTADA POR RAONI TAVARES BARBOSA  CNJP  N 17.632.307/0001-08, QUE FARA APR"
"003192007",603095,8,"2007-07-26 00:00:00",2,500,"Contratação da Banda Miragem, p/ apresentação dia 29/07/07 no II Encontro de Bandas, no Bairro dos Novais."
"003192008",603095,8,"2008-06-12 00:00:00",2,20000,"Cont.da MCA3 Prod.e Ed.Musicais LTDA, rep. dos canto- res e comp.Antonio Barros e Ceceu p/ ap. na Prog.S. João em J.Pess"
"003192009",603095,8,"2009-06-08 00:00:00",2,1200,"Contrat. Coco De Roda o Novo Quilombo De Gurugi, fara apresentacao dia 23/06/2009 no Sao Joao em Joao pessoa."
"003192010",603095,8,"2010-06-14 00:00:00",2,1000,"Contrat. Trio de Forro Pesado, fara apresentacao dia 14/06/2010no Shopping Popular Varadouro, durante o Sao Joao Do Shop"
"003192011",603095,8,"2011-08-19 00:00:00",2,1000,"Contrat. Grupo os Amigos do Forro, fara apresentacao dia 20/08/2011, na Escola Evote- Gramame."
"003192012",603095,8,"2012-07-03 00:00:00",2,2000,"Contrat. Grupo Choramigo, fara apresentacao dia 21/07/2012, na Praca Rio Branco - Centro."
"003192013",603095,8,"2013-06-14 00:00:00",2,3000,"CONT. DA BANDA ARREIO DE PRATA REP. POR JOSÉ RONALDO V. DE ARAÚJO, P/ APRES. EM 29/06, NO POLO JUNINO DE MANGABEIRA."
"003192014",603095,8,"2014-07-14 00:00:00",2,2000,"CONTRATACAO DA BANDA OSORNO REPRESENTADA PELA TAMBEM INTEGRANTE DA BANDA LIGIA CLEIDE RIBEIRO FERNANDES  CPF N - 972.715"
"003202007",603095,8,"2007-07-26 00:00:00",2,1500,"Contratação do Trio de Forró Pé de Moleque, p/ apresentação dia 29/07/07 no II Encontro de Bandas no Bairro dos Novais."
"003202008",603095,8,"2008-06-12 00:00:00",2,600,"Contratação do Trio de Forró Pé de Serra Três do Xodó, p/ apresentação dia 23/06/08 na Fetsa do Padroeiro São João Batis"
"003202009",603095,8,"2009-06-05 00:00:00",2,700,"Contrat. Trio Pe de Serra Forro da Mala, fara apresent. dia 10/06/2009 no dia do Namorado No Trem Do Forro da CBTU."
"003202010",603095,8,"2010-06-11 00:00:00",2,1000,"Contrat.Trio de Forro Tres do Nordeste, apres.dia 13/06/2010, na Com. Snt.Antonio - Cruz das Armas."
"003202011",603095,8,"2011-08-25 00:00:00",2,1000,"Contrat. Edson Lincon de Azevedo, Forrozeiro fara apresentacao dia 31/08/2011, no Bar dos Artistas- Teatro Santa Roza."
"003202012",603095,8,"2012-07-03 00:00:00",2,14645,"Contrat. Arrumadinho Producoes Artisticas Ltda, fara apresent. dias 28 e 29/07/2012, no Teatro Santa Roza."
"003202013",603095,8,"2013-06-14 00:00:00",2,3000,"CONT. DA BANDA FORRÓ FALADO REP. POR FÁBIO ANTONIO ALVES CARNEIRO, P/ APRES. EM 29/06/2013, NO SÃO JOÃO DA CAPITAL."
"003202014",603095,8,"2014-07-14 00:00:00",2,2000,"CONTRATACAO DA BANDA SOTURNOS REPRESENTADO PELO TAMBEM INTEGRANTE DA BANDA  RODRIGO BARBOSA COSTA DE CARVALHO  CPF N - 0"
"003212007",603095,8,"2007-07-26 00:00:00",2,850,"Contratação da Banda Dekot de Menina, p/ apresentação dia 28/07/07 no II Encontro de Bandas, no Bairro dos Novais."
"003212008",603095,8,"2008-06-12 00:00:00",2,750,"Contratação de Luzinete Firmino da Silva, p/ apresent. dia 23/06/08, na Prog. do Arraiá do Residencial Gervásio Maia."
"003212009",603095,8,"2009-06-05 00:00:00",2,1200,"Contrat. Cavalo Marinho do Mestre Zequinha, que fara apresentacao dia 24/06/2009 no Sao Joao em Joao Pessoa."
"003212010",603095,8,"2010-06-11 00:00:00",2,1000,"Contrat. Trio Forrozeiros do Nordeste, fara apresent. dia 14/06/2010, enfrente Igreja Catolica do Costa e Silva, no 39° "
"003212011",603095,8,"2011-08-25 00:00:00",2,1000,"Contrat. Grupo Oitavas do Choro, fara apresentacao dia 31/08/2011, no bar dos Artista- Teatro Santa Roza."
"003212012",603095,8,"2012-07-13 00:00:00",2,1200,"Contrat. Ciranda do Sol, fara apresentacao dia 14/07/2012, no quintal da Ciranda -Comunidade Engenho Velho."
"003212013",603095,8,"2013-06-18 00:00:00",2,35000,"CONT. DE GENIVAL LACERDA REP. POR VIS-GRAF E ENTRETENIMENTOS LTDA - ME, P/ APRES. EM 28/06, NA PRAÇA VITAL DE NEGREIROS."
"003212014",603095,8,"2014-07-14 00:00:00",2,1200,"CONTRATACAO DO ARTISTA ELTON JOSE BATISTA DE SOUZA (HELTON SOUSA)  CPF N - 069.189.504-01, QUE FARA APRESENTACAO NO DIA "
"003222007",603095,8,"2007-07-26 00:00:00",2,500,"Contratação do Trio Pé de Serra Xamego do Nordeste, p/ apresentação dia 28/07/07, na comemoração do Dia do Motorista."
"003222008",603095,8,"2008-06-13 00:00:00",2,950,"Contratação do Côco de Roda Novo Quilombo da Mestra D. Lenita, p/ apresent. dia 21/06/08, na Prog. do S. João em J. Pess"
"003222009",603095,8,"2009-06-05 00:00:00",2,1200,"Contrat. Coco de Roda De Vo Mera e Seua Netinhos, fara apresent. dia 27/06/2009 no Sao Joao em Joao Pessoa."
"003222010",603095,8,"2010-06-11 00:00:00",2,1000,"Contrat. Trio Forrozeiros do Nordeste, fara apresent. dia 12/06/2010, na Comun. St.Antonio- Cruz das Armas."
"003222011",603095,8,"2011-08-25 00:00:00",2,5000,"Contrat. Maria C. M. Ferreira ME, rep. Grupo Choro das 3, fara apresentacao dia 03/09/2011, na praca Rio Branco- Centro."
"003222012",603095,8,"2012-07-12 00:00:00",2,1200,"Contrat. Banda Lero Love, fara apresentacao dia 15/07/2012, na Associacao dos Inativos Pensionista da UFPB."
"003222013",603095,8,"2013-06-17 00:00:00",2,3000,"CONT. DE FORRÓ ZUAR REP. POR FED. P. DE B. E F. DO EST. PB, P/ APRES. EM 28/06, P. JUNINO B. DOS NOVAES, NO S. JOÃO-CAP."
"003222014",603095,8,"2014-07-23 00:00:00",2,2000,"CONTRATACAO DO ARTISTA RAPHAEL NETO FUNCHAL (RAPHAEL FUNCHAL)  CPF N - 095.769.516-07, QUE FARA APRESENTACAO NO DIA 26 D"
"003232007",603095,8,"2007-07-30 00:00:00",2,600,"Contratação dos Cantadores de Viola Pereira Santos e Chico Pedrosa, p/ apresentação em 30/07/07, na Festa das Neves 2007"
"003232008",603095,8,"2008-06-13 00:00:00",2,2500,"Contratação de Hermelinda Almeida Lopes, cantora que fará apresent. dia 24/06/08 na comunidade de Gramame."
"003232009",603095,8,"2009-06-05 00:00:00",2,800,"Contrat. Grupo de Mamulengo Joaquim G. Do M. Vavau, fara apresent. dia 25/06/2009 no Sao Joao em Joao Pessoa."
"003232010",603095,8,"2010-06-17 00:00:00",2,2000,"Contrat. Trio de Forro da Mala, fara apresentacao dia 23/06/2010, na Praca Dom Adauto- Centro."
"003232011",603095,8,"2011-08-30 00:00:00",2,1000,"Contrat. Eulalia A. Silva, rep. Grupo Swing Nordestino, fara apres.dia 13/09/2011, na Escola Luiz Vas de Camoes- Mangabe"
"003232012",603095,8,"2012-07-13 00:00:00",2,1200,"Contrat. Edson Lincoln de Azevedo, fara apresentacao dia 14/07/2012, no Quintal da Ciranda Comunidade Engenho Velho."
"003232013",603095,8,"2013-06-10 00:00:00",2,52000,"CONT. DO CANTOR SANTANA REP. POR CANTARINO P. ARTISTICAS LTDA, P/ APRES. EM 27/06/2013, NA PRAÇA VITAL DE NEGREIROS."
"003232014",603095,8,"2014-07-22 00:00:00",2,3500,"CONTRATACAO DO GRUPO RIPA NA CHULIPA REPRESENTADA POR EULALIA ALVES DA SILVA  ME - CNPJ N 12.386.284/0001-85, QUE FARA A"
"003242007",603095,8,"2007-07-30 00:00:00",2,500,"Contratação do Trio de Forró Ritmo Nordestino, p/ apresentação dia 19/08/07 no I São João fora de época do B.S.José"
"003242008",603095,8,"2008-06-13 00:00:00",2,350,"Contratação do Grupo de Cultura Popular Cirandeiros do Vale do Gramame, p/ apresentação dia 24/06/08,na comu nidade do G"
"003242009",603095,8,"2009-06-05 00:00:00",2,2500,"Contrat. Trio Forro Os Cabas de Mateus, fara apresentacao no dia 23062009 no Sao Joao em Joao Pessoa."
"003242010",603095,8,"2010-06-17 00:00:00",2,2000,"Contrat. Trio Pe de Serra Chameguinho do Forro, fara apresentacao dia 27/06/2010, na Praca Dom Adaulto- Centro."
"003242011",603095,8,"2011-08-30 00:00:00",2,2000,"Contrat. Federacao de Bandas e Fanfarras-PB, rep. do Grupo Forro Zoar, fara apres. dia 04/09/2011, Praca da Paz- Bancari"
"003242012",603095,8,"2012-07-12 00:00:00",2,1200,"Contrat. Banda Sonora Samba Groove, fara apresentacao dia 25/07/2012, no Campus I da UFPB."
"003242013",603095,8,"2013-06-10 00:00:00",2,45000,"CONT. DA BANDA FORRÓ PEGADO REP. POR FORRÓ PEGADO EVENTOS LTDA, P/ APRES. EM 26/06/2013, NO SÃO JOÃO DA CAPITAL."
"003242014",603095,8,"2014-07-11 00:00:00",2,1000,"CONTRATACAO DA PROFESSORA COREOGRAFA EVANA FERRAZ DE ARRUDA BEZERRA  CPF N - 027.680.044-30, PARA SER CURADORA NA II MOS"
"003252007",603095,8,"2007-07-30 00:00:00",2,500,"Contratação da Dupla de Embolad/ores de Côco Soledade e Minervina, p/ apresentação dia 19/08/07 no I São João fora época"
"003252008",603095,8,"2008-06-13 00:00:00",2,1200,"Contratação da Banda de Pífanos São Vicente, p/ apresent. dia 28/06/08, na prog. do São João em João Pessoa 2008."
"003252009",603095,8,"2009-06-05 00:00:00",2,1200,"Contrat. Boi de Reis Estrela Do Norte Do Mestre Pirralhinho,fara apresent. dia 25/06/2009, no Sao Joao em Joao Pessoa"
"003252010",603095,8,"2010-06-17 00:00:00",2,9000,"Contrat. Vladimir Coelho Ferreira- Me, fara apresentacao dia 25/06/2010, no Ponto Cem Reis- Centro."
"003252011",603095,8,"2011-09-02 00:00:00",2,1000,"Contrat. Leonardo Tomas dos Santos, fara apresentacao dia 11/09/2011, na quadra de Manaira, Av. Joao Mauricio- Tambau. "
"003252012",603095,8,"2012-07-12 00:00:00",2,1200,"Contrat. Ala Ursa Urso Panda, fara apresentacao dia 21/07/2012, Beco da Cachacaria Filipeia, Projeto Corredor Cultural."
